question,regulation,breadcrumb,multi_regulation
Quels sont les bénéfices attendus d’une coordination quotidienne entre les superviseurs principaux pour la supervision des services TIC critiques ?,DORA,DORA > Chapitre 5 > Article 34,False
Dans quels cas une autorité de contrôle peut‑elle adopter directement des mesures provisoires sans passer par le mécanisme de contrôle de cohérence ?,GDPR,GDPR > Chapitre 7 > Article 66,False
Quelle est la durée maximale autorisée pour une mesure provisoire prise en urgence par une autorité de contrôle ?,GDPR,GDPR > Chapitre 7 > Article 66,False
Comment une autorité de contrôle peut‑elle demander un avis ou une décision contraignante d’urgence au comité lorsqu’une autre autorité n’a pas réagi ?,GDPR,GDPR > Chapitre 7 > Article 66,False
Quels sont les délais et la majorité requise pour que le comité adopte un avis ou une décision contraignante d’urgence ?,GDPR,GDPR > Chapitre 7 > Article 66,False
"Quelles informations doivent être communiquées aux autres autorités, au comité et à la Commission après l’adoption d’une mesure provisoire urgente ?",GDPR,GDPR > Chapitre 7 > Article 66,False
Quelles sont les obligations de vigilance à l’égard de la clientèle que je dois intégrer dans les procédures d’approbation avant d’admettre un crypto‑actif à la négociation ?,MiCA,MiCA > Titre 5 > Article 76,False
"Dois‑je publier un livre blanc pour chaque crypto‑actif que je souhaite lister, et dans quels cas cela est‑il obligatoire ?",MiCA,MiCA > Titre 5 > Article 76,False
Comment puis‑je prouver à l’autorité compétente que mes systèmes de négociation sont résilients et capables de gérer des volumes élevés d’ordres en période de tension ?,MiCA,MiCA > Titre 5 > Article 76,False
Quels critères objectifs dois‑je appliquer pour garantir un accès ouvert et non discriminatoire des clients à ma plateforme de négociation ?,MiCA,MiCA > Titre 5 > Article 76,False
Dans quelles conditions puis‑je autoriser la négociation d’un crypto‑actif doté d’une fonction d’anonymisation intégrée sur ma plateforme ?,MiCA,MiCA > Titre 5 > Article 76,False
Dans quelles conditions le superviseur principal peut‑il réaliser une inspection dans un pays tiers pour un prestataire critique de services TIC ?,DORA,DORA > Chapitre 5 > Article 36,False
Quels sont les critères obligatoires que le superviseur principal doit vérifier avant d’intervenir dans un local situé hors de l’Union ?,DORA,DORA > Chapitre 5 > Article 36,False
Le prestataire tiers critique doit‑il donner son consentement explicite pour qu’une inspection soit menée dans son pays d’implantation ?,DORA,DORA > Chapitre 5 > Article 36,False
Comment doit‑être informée l’autorité compétente du pays tiers avant qu’une inspection ne soit effectuée ?,DORA,DORA > Chapitre 5 > Article 36,False
"Quels types d’accords de coopération administrative doivent être conclus entre l’ABE, l’AEMF ou l’AEAPP et les autorités du pays tiers ?",DORA,DORA > Chapitre 5 > Article 36,False
Les accords de coopération créent‑ils des obligations juridiques pour l’Union ou les États membres ?,DORA,DORA > Chapitre 5 > Article 36,False
Quelles informations doivent être transmises régulièrement entre les autorités de l’Union et l’autorité du pays tiers concerné ?,DORA,DORA > Chapitre 5 > Article 36,False
"En cas d’impossibilité de mener les inspections à l’étranger, quelles mesures le superviseur principal doit‑il prendre ?",DORA,DORA > Chapitre 5 > Article 36,False
Est‑il possible pour l’autorité compétente du pays tiers d’intervenir directement lors des inspections menées par le superviseur principal ?,DORA,DORA > Chapitre 5 > Article 36,False
Quels mécanismes de notification rapide doivent être prévus pour signaler les violations du prestataire tiers de services TIC dans le pays tiers ?,DORA,DORA > Chapitre 5 > Article 36,False
Quelle politique commerciale doit adopter notre plateforme d’échange de crypto‑actifs pour garantir la non‑discrimination envers les clients ?,MiCA,MiCA > Titre 5 > Article 77,False
Sommes‑nous obligés de publier un prix ferme ou une méthode de calcul du prix pour chaque crypto‑actif que nous échangeons ?,MiCA,MiCA > Titre 5 > Article 77,False
Quelles sont les obligations d’information envers les clients concernant le moment où leur ordre d’échange devient définitif ?,MiCA,MiCA > Titre 5 > Article 77,False
"Devons‑nous communiquer les volumes et les prix des transactions réalisées par notre service d’échange, et sous quelle forme ?",MiCA,MiCA > Titre 5 > Article 77,False
Quelles limites pouvons‑nous imposer au montant à échanger et comment devons‑nous les présenter aux clients ?,MiCA,MiCA > Titre 5 > Article 77,False
Quels sont les documents types que nous devons utiliser pour échanger des données électroniques avec les autorités de contrôle ?,GDPR,GDPR > Chapitre 7 > Article 67,False
Comment la Commission définit‑elle les modalités d’échange d’informations entre les autorités de contrôle et le comité ?,GDPR,GDPR > Chapitre 7 > Article 67,False
Quels sont les critères de conformité à respecter lors de la mise en place d’un système d’échange électronique d’informations avec les autorités ?,GDPR,GDPR > Chapitre 7 > Article 67,False
Est‑il obligatoire d’adopter le formulaire type prévu par la Commission pour les communications électroniques avec les autorités de contrôle ?,GDPR,GDPR > Chapitre 7 > Article 67,False
Quelle procédure d’examen s’applique à l’adoption des actes d’exécution concernant l’échange d’informations électroniques ?,GDPR,GDPR > Chapitre 7 > Article 67,False
Dans quelles conditions un organisme notifié peut‑il confier une partie de l’évaluation de conformité à une filiale ou à un sous‑traitant ?,AI Act,AI Act > Chapitre 3 > Article 33,False
"Quels sont les documents que je dois conserver et mettre à disposition de l’autorité notifiante après la fin d’une sous‑traitance, et pendant combien de temps ?",AI Act,AI Act > Chapitre 3 > Article 33,False
L’organisme notifié reste‑t‑il responsable des travaux réalisés par son sous‑traitant même si ce dernier est qualifié selon l’article 31 ?,AI Act,AI Act > Chapitre 3 > Article 33,False
"Dois‑je obtenir l’accord du fournisseur avant de sous‑traiter une activité réglementée, et comment cela doit‑il être formalisé ?",AI Act,AI Act > Chapitre 3 > Article 33,False
"Est‑il obligatoire de publier la liste des filiales utilisées pour les évaluations de conformité, et où cette information doit‑elle être rendue publique ?",AI Act,AI Act > Chapitre 3 > Article 33,False
Comment l’organisme notifié doit‑il adapter ses procédures d’évaluation de conformité pour les petites entreprises qui développent des IA à haut risque ?,AI Act,AI Act > Chapitre 3 > Article 34,False
Quelles obligations ont les organismes notifiés en matière de transmission de documentation aux autorités compétentes ?,AI Act,AI Act > Chapitre 3 > Article 34,False
Dans quelles mesures un organisme notifié peut‑il réduire les charges administratives pour un micro‑entrepreneur proposant un système d’IA à haut risque ?,AI Act,AI Act > Chapitre 3 > Article 34,False
"Quels critères (taille, secteur, complexité) les organismes notifiés doivent‑ils prendre en compte lors de l’évaluation de la conformité d’un IA à haut risque ?",AI Act,AI Act > Chapitre 3 > Article 34,False
L’organisme notifié peut‑il refuser de fournir certaines informations aux autorités si cela alourdit la charge pour le fournisseur ?,AI Act,AI Act > Chapitre 3 > Article 34,False
Comment justifier auprès d’un client que l’ordre a été exécuté conformément à notre politique d’exécution des ordres ?,MiCA,MiCA > Titre 5 > Article 78,False
Sommes‑nous obligés d’obtenir le consentement préalable du client avant d’exécuter un ordre hors d’une plateforme de négociation ?,MiCA,MiCA > Titre 5 > Article 78,False
Quelles informations précises devons‑nous communiquer à nos clients concernant notre politique d’exécution des ordres et ses éventuelles modifications ?,MiCA,MiCA > Titre 5 > Article 78,False
Dans quelles circonstances pouvons‑nous déroger à l’obligation d’obtenir le meilleur résultat possible pour le client (par ex. ordre à instruction spécifique) ?,MiCA,MiCA > Titre 5 > Article 78,False
Quels critères devons‑nous surveiller régulièrement pour évaluer l’efficacité de notre politique d’exécution et comment informer les clients des changements majeurs ?,MiCA,MiCA > Titre 5 > Article 78,False
Quels types d’informations le superviseur principal peut‑il exiger auprès des prestataires tiers critiques de services TIC ?,DORA,DORA > Chapitre 5 > Article 35,False
Dans quelles circonstances le superviseur principal peut‑il imposer une astreinte à un prestataire tiers critique de services TIC ?,DORA,DORA > Chapitre 5 > Article 35,False
Comment le montant quotidien de l’astreinte est‑il calculé et quelles limites s’appliquent ?,DORA,DORA > Chapitre 5 > Article 35,False
Le prestataire tiers critique doit‑il fournir une réponse écrite dans les 30 jours civils lorsqu’on lui demande des informations sur l’impact potentiel sur des tiers non couverts par le règlement ?,DORA,DORA > Chapitre 5 > Article 35,False
Quelles sont les obligations de coopération du prestataire tiers critique envers le superviseur principal lors d’une inspection ou d’une enquête ?,DORA,DORA > Chapitre 5 > Article 35,False
Le superviseur principal doit‑il consulter le forum de supervision avant d’émettre des recommandations ou d’imposer des mesures contraignantes ?,DORA,DORA > Chapitre 5 > Article 35,False
Quels critères le superviseur principal prend‑il en compte pour déterminer la gravité d’un manquement et le montant de l’astreinte ?,DORA,DORA > Chapitre 5 > Article 35,False
"En cas de sous‑traitance critique à un prestataire établi dans un pays tiers, quelles informations doivent être transmises au superviseur principal et quel modèle utiliser ?",DORA,DORA > Chapitre 5 > Article 35,False
"Quels sont les droits de défense du prestataire tiers critique lorsqu’une astreinte est envisagée, notamment en matière d’accès au dossier ?",DORA,DORA > Chapitre 5 > Article 35,False
"Dans quelles conditions la décision d’astreinte peut‑elle être rendue publique, et quelles exceptions existent pour protéger les marchés financiers ?",DORA,DORA > Chapitre 5 > Article 35,False
Dans quelles circonstances le superviseur principal peut‑il demander des informations à un prestataire tiers critique de services TIC ?,DORA,DORA > Chapitre 5 > Article 37,False
"Quels types de documents le superviseur peut‑il exiger (contrats, rapports d’audit, etc.) ?",DORA,DORA > Chapitre 5 > Article 37,False
Comment le superviseur doit‑il formuler une demande d’informations simple (contenu obligatoire de la demande) ?,DORA,DORA > Chapitre 5 > Article 37,False
Quel est le délai à respecter pour répondre à une demande d’informations émise par le superviseur ?,DORA,DORA > Chapitre 5 > Article 37,False
Que se passe‑t‑il si le prestataire ne fournit pas les informations demandées dans le délai imparti ?,DORA,DORA > Chapitre 5 > Article 37,False
Quels sont les droits de recours du prestataire lorsqu’une décision de communication d’informations est prise ?,DORA,DORA > Chapitre 5 > Article 37,False
"Un avocat mandaté peut‑il répondre aux exigences d’information à la place du prestataire, et quelles sont les responsabilités qui en découlent ?",DORA,DORA > Chapitre 5 > Article 37,False
Le représentant du prestataire peut‑il refuser de communiquer les informations demandées et dans quelles conditions ?,DORA,DORA > Chapitre 5 > Article 37,False
À qui le superviseur principal doit‑il transmettre la copie de la décision de communication d’informations ?,DORA,DORA > Chapitre 5 > Article 37,False
Quelles sanctions ou astreintes sont prévues en cas d’informations incomplètes ou trompeuses fournies par le prestataire ?,DORA,DORA > Chapitre 5 > Article 37,False
Qui compose le comité européen de la protection des données et comment sont désignés ses membres ?,GDPR,GDPR > Chapitre 7 > Article 68,False
Le président du comité doit‑il informer la Commission européenne de toutes les activités du comité ?,GDPR,GDPR > Chapitre 7 > Article 68,False
"La Commission européenne peut‑elle participer aux réunions du comité et, le cas échéant, a‑t-elle un droit de vote ?",GDPR,GDPR > Chapitre 7 > Article 68,False
Que se passe‑t‑il lorsqu’un État membre possède plusieurs autorités de contrôle compétentes en matière de protection des données ?,GDPR,GDPR > Chapitre 7 > Article 68,False
Dans quelles situations le Contrôleur européen de la protection des données dispose‑t‑il d’un droit de vote au sein du comité ?,GDPR,GDPR > Chapitre 7 > Article 68,False
Comment obtenir le numéro d’identification unique attribué à mon organisme notifié ?,AI Act,AI Act > Chapitre 3 > Article 35,False
Où puis‑je consulter la liste publique des organismes notifiés et leurs activités ?,AI Act,AI Act > Chapitre 3 > Article 35,False
Est‑ce que mon organisme sera listé plusieurs fois s’il est notifié pour différents actes de l’Union ?,AI Act,AI Act > Chapitre 3 > Article 35,False
La Commission met‑elle à jour régulièrement les informations concernant les organismes notifiés ?,AI Act,AI Act > Chapitre 3 > Article 35,False
"Quels détails sont publiés par la Commission concernant chaque organisme notifié (numéro d’identification, activités, etc.) ?",AI Act,AI Act > Chapitre 3 > Article 35,False
Dans quelles conditions le superviseur principal peut‑il lancer une enquête auprès d’un prestataire tiers critique de services TIC ?,DORA,DORA > Chapitre 5 > Article 38,False
Quels types de documents le superviseur principal est‑il autorisé à examiner ou à copier lors d’une enquête ?,DORA,DORA > Chapitre 5 > Article 38,False
Le prestataire tiers critique doit‑il obligatoirement fournir des explications écrites ou orales aux représentants du superviseur ?,DORA,DORA > Chapitre 5 > Article 38,False
Quels pouvoirs ont les agents mandatés par le superviseur principal pour mener l’enquête ?,DORA,DORA > Chapitre 5 > Article 38,False
Quelles informations doivent figurer dans le mandat écrit remis aux agents d’enquête ?,DORA,DORA > Chapitre 5 > Article 38,False
Quelles sont les sanctions prévues si le prestataire ne fournit pas les dossiers ou réponses demandés ?,DORA,DORA > Chapitre 5 > Article 38,False
"Le prestataire peut‑il contester la décision d’enquête du superviseur principal et, le cas échéant, devant quelle juridiction ?",DORA,DORA > Chapitre 5 > Article 38,False
"Quels recours existent selon les règlements UE 1093/2010, 1094/2010 et 1095/2010 pour les prestataires visés par une enquête ?",DORA,DORA > Chapitre 5 > Article 38,False
Le superviseur principal doit‑il informer les autorités compétentes des entités financières avant le début de l’enquête ?,DORA,DORA > Chapitre 5 > Article 38,False
Quels détails le superviseur doit‑il communiquer au réseau de supervision commun concernant l’enquête ?,DORA,DORA > Chapitre 5 > Article 38,False
Le comité peut‑il recevoir des consignes de la direction de l’entreprise lorsqu’il exerce ses missions ?,GDPR,GDPR > Chapitre 7 > Article 69,False
Dans quels cas le comité doit‑il répondre aux demandes de la Commission mentionnées dans l’article 70 ?,GDPR,GDPR > Chapitre 7 > Article 69,False
Le comité est‑il autorisé à accepter des instructions de parties externes pour l’exécution de ses pouvoirs ?,GDPR,GDPR > Chapitre 7 > Article 69,False
Comment garantir que le comité agit en toute indépendance selon les exigences prévues ?,GDPR,GDPR > Chapitre 7 > Article 69,False
Quelles sont les limites imposées au comité concernant la sollicitation d’instructions de quiconque ?,GDPR,GDPR > Chapitre 7 > Article 69,False
Quels sont les types de missions que le comité doit assurer pour garantir une application cohérente du règlement sur la protection des données ?,GDPR,GDPR > Chapitre 7 > Article 70,False
Dans quelles circonstances le comité peut‑il être saisi par la Commission pour rendre un avis sur l’évaluation de l’adéquation d’un pays tiers ?,GDPR,GDPR > Chapitre 7 > Article 70,False
"Le comité doit‑il publier des lignes directrices spécifiques sur les procédures de notification des violations de données, et si oui, à qui ces documents sont‑ils destinés ?",GDPR,GDPR > Chapitre 7 > Article 70,False
Comment le comité participe‑t‑il à l’élaboration et à l’agrément des organismes de certification ainsi qu’au suivi de leur registre public ?,GDPR,GDPR > Chapitre 7 > Article 70,False
Quelles sont les modalités de consultation des parties intéressées par le comité lorsqu’il élabore des recommandations ou des bonnes pratiques ?,GDPR,GDPR > Chapitre 7 > Article 70,False
Quels sont les mécanismes que nous devons mettre en place pour garantir la transmission rapide et correcte des ordres de nos clients vers une plateforme de négociation de crypto‑actifs ?,MiCA,MiCA > Titre 5 > Article 80,False
Est‑ce que nous pouvons percevoir une commission ou un avantage en nature lorsqu’on dirige les ordres de nos clients vers une plateforme spécifique ?,MiCA,MiCA > Titre 5 > Article 80,False
Comment prouver que nous ne recevons aucune rémunération ou remise en échange de l’acheminement d’ordres clients vers un autre prestataire ?,MiCA,MiCA > Titre 5 > Article 80,False
Quelles mesures concrètes devons‑nous prendre pour éviter l’utilisation abusive des informations relatives aux ordres en attente par nos employés ?,MiCA,MiCA > Titre 5 > Article 80,False
Notre politique interne doit-elle inclure des procédures spécifiques pour empêcher tout conflit d’intérêts lors de la transmission d’ordres de clients à des tiers ?,MiCA,MiCA > Titre 5 > Article 80,False
Quels critères dois‑je prendre en compte pour déterminer si un crypto‑actif est adapté à un client selon son expérience et sa tolérance au risque ?,MiCA,MiCA > Titre 5 > Article 81,False
"Dois‑je informer mon client que mes conseils en crypto‑actifs ne sont pas indépendants et, le cas échéant, quelles informations détaillées dois‑je lui communiquer sur les incitations reçues ?",MiCA,MiCA > Titre 5 > Article 81,False
"Quels frais, commissions ou avantages non pécuniaires sont autorisés lorsqu’un prestataire fournit des conseils en crypto‑actifs, et comment doivent-ils être signalés au client ?",MiCA,MiCA > Titre 5 > Article 81,False
À quelle fréquence dois‑je réexaminer l’évaluation d’adéquation d’un client et quel format doit comporter le rapport d’adéquation que je lui remets ?,MiCA,MiCA > Titre 5 > Article 81,False
Quels contenus obligatoires doivent figurer dans les relevés trimestriels que je fournis à mes clients de gestion de portefeuille de crypto‑actifs ?,MiCA,MiCA > Titre 5 > Article 81,False
Quels sont les critères qui peuvent amener la Commission à enquêter sur la compétence d’un organisme notifié ?,AI Act,AI Act > Chapitre 3 > Article 37,False
Dans quelles circonstances l’autorité notifiante doit‑elle fournir des informations à la Commission sur un organisme notifié ?,AI Act,AI Act > Chapitre 3 > Article 37,False
Comment la Commission garantit‑elle la confidentialité des informations sensibles recueillies lors de ses enquêtes ?,AI Act,AI Act > Chapitre 3 > Article 37,False
Que se passe‑t‑il si un organisme notifié ne respecte plus les exigences de notification selon la Commission ?,AI Act,AI Act > Chapitre 3 > Article 37,False
Quelles sont les étapes que la Commission suit avant de suspendre ou retirer la désignation d’un organisme notifié si l’État membre ne corrige pas la situation ?,AI Act,AI Act > Chapitre 3 > Article 37,False
Dans quelles circonstances le superviseur principal peut‑il se rendre directement dans les locaux d’un prestataire tiers de services TIC sans préavis ?,DORA,DORA > Chapitre 5 > Article 39,False
Quels sont les pouvoirs exacts accordés aux agents mandatés par le superviseur principal lors d’une inspection sur site ?,DORA,DORA > Chapitre 5 > Article 39,False
Quels documents doivent être présentés par les agents pour justifier leur droit d’accès aux locaux du prestataire TIC ?,DORA,DORA > Chapitre 5 > Article 39,False
Le prestataire tiers critique de services TIC peut‑il refuser l’inspection si un préavis raisonnable n’a pas été envoyé ?,DORA,DORA > Chapitre 5 > Article 39,False
Quelles informations le superviseur principal doit‑il communiquer aux autorités compétentes avant de commencer une inspection ?,DORA,DORA > Chapitre 5 > Article 39,False
"Quels éléments (systèmes, réseaux, données, etc.) sont couverts par les inspections prévues par le règlement ?",DORA,DORA > Chapitre 5 > Article 39,False
"En cas d’opposition du prestataire à l’inspection, quelles sanctions ou mesures peuvent être prises par les autorités compétentes ?",DORA,DORA > Chapitre 5 > Article 39,False
Quels sont les recours possibles pour le prestataire tiers s’il estime que la décision d’inspection est abusive ?,DORA,DORA > Chapitre 5 > Article 39,False
Comment le superviseur principal doit‑il procéder si l’inspection doit être réalisée en situation d’urgence ou de crise ?,DORA,DORA > Chapitre 5 > Article 39,False
Quels sont les délais et les modalités de préavis que le superviseur principal doit respecter avant d’effectuer une inspection sur place ?,DORA,DORA > Chapitre 5 > Article 39,False
Qui compose l’équipe d’examen conjoint lors d’une inspection d’un prestataire tiers critique de services TIC ?,DORA,DORA > Chapitre 5 > Article 40,False
Quels sont les critères d’expertise requis pour les membres de l’équipe d’examen conjoint ?,DORA,DORA > Chapitre 5 > Article 40,False
Dans quel délai le superviseur principal doit‑il formuler ses recommandations après la clôture d’une enquête ?,DORA,DORA > Chapitre 5 > Article 40,False
Le coordinateur du superviseur principal doit‑il être désigné parmi les membres de l’équipe d’examen conjoint ?,DORA,DORA > Chapitre 5 > Article 40,False
Est‑il obligatoire que l’autorité nationale compétente de l’État membre où le prestataire est établi participe à l’équipe d’examen conjoint ?,DORA,DORA > Chapitre 5 > Article 40,False
Comment les recommandations du superviseur principal sont‑elles communiquées au prestataire et aux autorités compétentes ?,DORA,DORA > Chapitre 5 > Article 40,False
Le superviseur principal peut‑il s’appuyer sur des certifications tierces lors de ses activités de supervision ?,DORA,DORA > Chapitre 5 > Article 40,False
Quelle est la différence entre les membres provenant des AES et ceux provenant des autorités compétentes concernées ?,DORA,DORA > Chapitre 5 > Article 40,False
Le forum de supervision doit‑il valider les recommandations avant leur transmission au prestataire tiers critique ?,DORA,DORA > Chapitre 5 > Article 40,False
Un rapport d’audit interne ou externe fourni par le prestataire peut‑il être pris en compte même s’il n’est pas obligatoire ?,DORA,DORA > Chapitre 5 > Article 40,False
Quelles informations le prestataire de services sur crypto‑actifs doit‑il communiquer à l’offreur avant de conclure un contrat de placement ?,MiCA,MiCA > Titre 5 > Article 79,False
"Dois‑je obtenir l’accord de l’émetteur du crypto‑actif avant de proposer le placement à mes clients, et si oui, pour quelles informations ?",MiCA,MiCA > Titre 5 > Article 79,False
Comment le prestataire doit‑il gérer les conflits d’intérêts lorsqu’il place des crypto‑actifs auprès de ses propres clients ?,MiCA,MiCA > Titre 5 > Article 79,False
Le prix proposé pour un placement de crypto‑actifs doit‑il être justifié ? Que faire en cas de surestimation ou sous‑estimation ?,MiCA,MiCA > Titre 5 > Article 79,False
"Quelles procédures sont requises pour détecter et communiquer les incitations, y compris non pécuniaires, reçues de l’offreur de crypto‑actifs ?",MiCA,MiCA > Titre 5 > Article 79,False
"Quels sont les délais à respecter pour informer les fournisseurs lorsqu’un organisme notifié voit sa désignation suspendue, restreinte ou retirée ?",AI Act,AI Act > Chapitre 3 > Article 36,False
Dans quelles conditions les certificats délivrés par un organisme notifié restent-ils valables après la suspension ou le retrait de sa désignation ?,AI Act,AI Act > Chapitre 3 > Article 36,False
"Que doit faire un organisme notifié qui décide d’arrêter ses activités d’évaluation de conformité, notamment concernant la notification aux autorités et la validité des certificats existants ?",AI Act,AI Act > Chapitre 3 > Article 36,False
Quelles sont les obligations de l’autorité notifiante lorsqu’elle constate qu’un organisme notifié ne respecte plus les exigences de l’article 31 ?,AI Act,AI Act > Chapitre 3 > Article 36,False
"Comment l’autorité notifiante doit‑elle procéder pour la transmission des dossiers d’un organisme notifié dont la désignation a été restreinte ou retirée, et à qui ces dossiers doivent être communiqués ?",AI Act,AI Act > Chapitre 3 > Article 36,False
À quelle fréquence le comité doit‑il publier son rapport sur la protection des données ?,GDPR,GDPR > Chapitre 7 > Article 71,False
Le rapport annuel doit‑il être accessible au public ou uniquement aux institutions européennes ?,GDPR,GDPR > Chapitre 7 > Article 71,False
Quels éléments doivent figurer dans le rapport concernant l’application des lignes directrices et bonnes pratiques ?,GDPR,GDPR > Chapitre 7 > Article 71,False
Le rapport doit‑il inclure les décisions contraignantes prises en vertu de l’article 65 ?,GDPR,GDPR > Chapitre 7 > Article 71,False
Le rapport annuel doit‑il couvrir les traitements de données réalisés dans les pays tiers et les organisations internationales ?,GDPR,GDPR > Chapitre 7 > Article 71,False
Comment les organismes notifiés doivent-ils s’organiser au sein d’un groupe sectoriel pour les IA à haut risque ?,AI Act,AI Act > Chapitre 3 > Article 38,False
Quelle est la responsabilité de chaque autorité notifiante quant à la participation de ses organismes aux travaux du groupe sectoriel ?,AI Act,AI Act > Chapitre 3 > Article 38,False
Est‑il obligatoire que les organismes notifiés désignent des représentants pour siéger aux réunions du groupe sectoriel ?,AI Act,AI Act > Chapitre 3 > Article 38,False
Quels mécanismes la Commission met‑en‑place pour favoriser l’échange de connaissances entre les autorités notifiantes ?,AI Act,AI Act > Chapitre 3 > Article 38,False
Dans quel cadre la Commission assure‑t-elle la coordination entre les différents organismes notifiés lors de l’évaluation de conformité ?,AI Act,AI Act > Chapitre 3 > Article 38,False
Quelle doit contenir la convention que je signe avec mon prestataire de services de transfert de crypto‑actifs ?,MiCA,MiCA > Titre 5 > Article 82,False
Dois‑je obligatoirement préciser le droit applicable dans le contrat de service de transfert de crypto‑actifs ?,MiCA,MiCA > Titre 5 > Article 82,False
Quels sont les éléments d’information sur les frais que le prestataire doit communiquer à ses clients ?,MiCA,MiCA > Titre 5 > Article 82,False
Où puis‑je trouver les orientations de l’AEMF et de l’ABE concernant les procédures et les droits des clients pour les services de transfert de crypto‑actifs ?,MiCA,MiCA > Titre 5 > Article 82,False
Le prestataire doit‑il détailler les systèmes de sécurité utilisés dans le contrat de transfert de crypto‑actifs ?,MiCA,MiCA > Titre 5 > Article 82,False
Un organisme d’évaluation basé aux États‑Unis peut‑il être reconnu comme organisme notifié sous le règlement si un accord a été signé entre l’UE et les États‑Unis ?,AI Act,AI Act > Chapitre 3 > Article 39,False
Quelles sont les exigences de l’article 31 que doit satisfaire un organisme tiers pour être autorisé à exercer les activités d’un organisme notifié ?,AI Act,AI Act > Chapitre 3 > Article 39,False
"Si un organisme d’un pays tiers ne répond pas exactement aux exigences de l’article 31, peut‑il tout de même être accepté en démontrant un niveau équivalent de conformité ?",AI Act,AI Act > Chapitre 3 > Article 39,False
Quels types d’accords entre l’Union européenne et un pays tiers permettent aux organismes de ce pays d’agir comme organismes notifiés ?,AI Act,AI Act > Chapitre 3 > Article 39,False
"En pratique, comment vérifier que l’organisme d’évaluation étranger maintient un niveau de respect équivalent à celui exigé par le règlement ?",AI Act,AI Act > Chapitre 3 > Article 39,False
Quelle majorité est requise pour que le comité prenne une décision ordinaire ?,GDPR,GDPR > Chapitre 7 > Article 72,False
Le règlement intérieur du comité doit-il être adopté à la même majorité que les décisions courantes ?,GDPR,GDPR > Chapitre 7 > Article 72,False
Dans quels cas le comité pourrait‑il appliquer une majorité différente de la majorité simple prévue ?,GDPR,GDPR > Chapitre 7 > Article 72,False
Comment le comité doit‑il procéder pour modifier ses modalités de fonctionnement ?,GDPR,GDPR > Chapitre 7 > Article 72,False
Est‑il possible d’adopter le règlement intérieur du comité avec moins des deux tiers des membres présents ?,GDPR,GDPR > Chapitre 7 > Article 72,False
Quels sont les critères de majorité requis pour élire le président du comité ?,GDPR,GDPR > Chapitre 7 > Article 73,False
Combien de vice‑présidents peuvent être élus au sein du comité et comment sont-ils choisis ?,GDPR,GDPR > Chapitre 7 > Article 73,False
"Quelle est la durée du mandat du président et des vice‑présidents, et est‑il possible de le prolonger ?",GDPR,GDPR > Chapitre 7 > Article 73,False
Le mandat du président ou des vice‑présidents peut‑il être renouvelé une seconde fois ?,GDPR,GDPR > Chapitre 7 > Article 73,False
Le comité peut‑il procéder à une élection du président et des vice‑présidents en dehors d’une majorité simple ?,GDPR,GDPR > Chapitre 7 > Article 73,False
Quels sont les éléments d’information que doit fournir un prestataire tiers de services TIC lors d’une demande de désignation volontaire en tant que prestataire critique ?,DORA,DORA > Chapitre 5 > Article 41,False
Comment le modèle de communication des informations relatives aux accords de sous‑traitance doit‑il être structuré selon les nouvelles normes techniques ?,DORA,DORA > Chapitre 5 > Article 41,False
Qui décide de la composition de l’équipe d’examen conjoint et quels critères sont utilisés pour garantir un équilibre entre les membres des AES et les autorités compétentes ?,DORA,DORA > Chapitre 5 > Article 41,False
Quelles sont les tâches précises et les modalités de travail de l’équipe d’examen conjoint prévue par les normes techniques ?,DORA,DORA > Chapitre 5 > Article 41,False
Quels sont les critères d’évaluation des mesures prises par les prestataires tiers critiques de services TIC selon les recommandations du superviseur principal ?,DORA,DORA > Chapitre 5 > Article 41,False
À quelle date les Autorités nationales compétentes (AES) doivent‑elles soumettre leurs projets de normes techniques à la Commission ?,DORA,DORA > Chapitre 5 > Article 41,False
Quelle procédure la Commission doit‑elle suivre pour adopter les normes techniques de réglementation élaborées par les AES ?,DORA,DORA > Chapitre 5 > Article 41,False
Quels règlements européens encadrent le pouvoir de la Commission de compléter le présent règlement en adoptant les normes techniques ?,DORA,DORA > Chapitre 5 > Article 41,False
Dans quel délai les informations publiées ou fournies par les prestataires tiers de services TIC doivent‑elles respecter le format et le contenu définis par les nouvelles normes ?,DORA,DORA > Chapitre 5 > Article 41,False
Comment les autorités compétentes vont‑elles vérifier la conformité des prestataires tiers critiques aux recommandations formulées par le superviseur principal ?,DORA,DORA > Chapitre 5 > Article 41,False
Quels critères l’autorité compétente examine‑t‑elle pour juger de la pertinence et de la solidité financière d’un acquéreur potentiel d’un prestataire de services sur crypto‑actifs ?,MiCA,MiCA > Titre 5 > Article 84,False
Dans quelles circonstances l’autorité peut‑elle s’opposer à une acquisition envisagée d’un prestataire de services sur crypto‑actifs ?,MiCA,MiCA > Titre 5 > Article 84,False
L’État membre peut‑il imposer des exigences supplémentaires concernant le niveau de participation qualifiée ou les besoins économiques du marché lors de l’examen d’une acquisition ?,MiCA,MiCA > Titre 5 > Article 84,False
"Quelles informations doivent être fournies selon les normes techniques élaborées par l’AEMF et l’ABE pour permettre l’évaluation prévue à l’article 83, paragraphe 4 ?",MiCA,MiCA > Titre 5 > Article 84,False
Comment les soupçons de blanchiment de capitaux ou de financement du terrorisme sont‑ils pris en compte dans l’évaluation de la candidature acquéreur ?,MiCA,MiCA > Titre 5 > Article 84,False
